cycle_no,timestamp,motor_id,rpm,temperature_C,vibration_mm_s,current_A,voltage_V,power_W,torque_Nm,failure
4174,2025-01-04 05:33:00,BLM_03,2993.0,81.55799999999999,2.7622,12.36,50.34,502.88,1.97,0
4175,2025-01-04 05:34:00,BLM_02,3027.0,87.71,2.6125,15.04,48.07,461.71,1.83,1
4176,2025-01-04 05:35:00,BLM_02,3130.0,74.11200000000001,3.5328,11.76,49.69,559.41,1.74,0
4177,2025-01-04 05:36:00,BLM_01,3313.0,84.334,4.3331,8.44,50.29,602.91,1.75,0
4178,2025-01-04 05:37:00,BLM_03,2809.0,86.15599999999999,4.9134,11.66,50.33,563.78,1.68,1
4179,2025-01-04 05:38:00,BLM_01,2819.0,71.108,3.6037,12.53,43.37,505.39,2.32,0
4180,2025-01-04 05:39:00,BLM_01,3000.0,73.7,3.594,12.68,49.7,545.26,1.94,0
4181,2025-01-04 05:40:00,BLM_02,2827.0,67.66199999999999,2.8543000000000003,12.28,46.42,552.5,1.99,0
4182,2025-01-04 05:41:00,BLM_03,2511.0,68.114,4.5146,15.49,48.64,582.21,1.93,1
4183,2025-01-04 05:42:00,BLM_03,2959.0,74.996,3.7049000000000003,12.25,46.89,510.95,1.87,0
4184,2025-01-04 05:43:00,BLM_03,3154.0,61.918,3.7252,12.35,46.94,620.81,1.7,0
4185,2025-01-04 05:44:00,BLM_02,2996.0,79.21000000000001,4.0555,10.98,46.45,531.42,1.63,0
4186,2025-01-04 05:45:00,BLM_02,3112.0,74.542,3.9657999999999998,13.7,49.9,520.33,1.69,0
4187,2025-01-04 05:46:00,BLM_02,3087.0,78.14399999999999,3.6561,15.05,47.58,562.97,1.97,0
4188,2025-01-04 05:47:00,BLM_02,2815.0,72.106,4.6764,10.87,47.38,487.28,1.69,1
4189,2025-01-04 05:48:00,BLM_02,3012.0,78.088,2.6367,11.8,47.17,642.58,2.12,0
4190,2025-01-04 05:49:00,BLM_03,2725.0,75.11,3.907,7.82,49.47,570.97,2.22,0
4191,2025-01-04 05:50:00,BLM_01,2908.0,76.932,4.0473,10.49,45.86,537.48,1.37,0
4192,2025-01-04 05:51:00,BLM_03,3009.0,79.694,3.4676,15.54,51.97,505.66,2.2,0
4193,2025-01-04 05:52:00,BLM_01,3000.0,64.536,4.1879,11.46,46.36,541.5,1.52,0
4194,2025-01-04 05:53:00,BLM_02,2768.0,68.468,4.2181999999999995,12.41,46.91,593.74,1.73,0
4195,2025-01-04 05:54:00,BLM_01,2804.0,89.59,4.5385,10.69,48.05,532.79,1.84,1
4196,2025-01-04 05:55:00,BLM_03,3052.0,74.842,3.6788,12.81,49.18,516.02,1.28,0
4197,2025-01-04 05:56:00,BLM_03,3149.0,61.373999999999995,3.6091,11.69,47.54,581.69,1.63,0
4198,2025-01-04 05:57:00,BLM_01,2963.0,61.416000000000004,4.1394,12.74,47.41,502.78,1.84,0
4199,2025-01-04 05:58:00,BLM_02,2954.0,72.878,3.6197,12.19,50.71,560.53,1.49,0
4200,2025-01-04 05:59:00,BLM_02,3168.0,69.74000000000001,2.7,14.6,42.32,568.54,1.48,0
4201,2025-01-04 06:00:00,BLM_03,2861.0,67.762,4.3603000000000005,12.3,46.56,567.28,2.26,0
4202,2025-01-04 06:01:00,BLM_01,3311.0,85.954,2.4806,10.5,45.94,569.41,1.83,1
4203,2025-01-04 06:02:00,BLM_02,2758.0,70.82600000000001,4.0409,10.85,46.99,507.23,2.05,0
4204,2025-01-04 06:03:00,BLM_02,3189.0,79.158,5.5412,8.64,51.48,541.55,2.28,1
4205,2025-01-04 06:04:00,BLM_03,3097.0,75.16,4.1315,12.23,46.29,538.68,2.0,0
4206,2025-01-04 06:05:00,BLM_02,3434.0,71.352,3.2718,11.89,47.76,556.19,1.67,0
4207,2025-01-04 06:06:00,BLM_01,2798.0,65.42399999999999,3.4421,14.72,49.37,469.03,1.65,0
4208,2025-01-04 06:07:00,BLM_03,2580.0,78.79599999999999,4.022399999999999,9.89,46.04,487.04,1.93,0
4209,2025-01-04 06:08:00,BLM_03,3225.0,57.008,3.7527,10.74,42.28,647.22,1.97,0
4210,2025-01-04 06:09:00,BLM_01,2735.0,79.51,4.292999999999999,10.76,41.6,582.65,1.87,0
4211,2025-01-04 06:10:00,BLM_03,3111.0,74.482,4.7833,11.54,51.33,540.42,1.99,1
4212,2025-01-04 06:11:00,BLM_02,3213.0,77.75399999999999,4.6836,9.73,49.13,553.42,1.77,1
4213,2025-01-04 06:12:00,BLM_02,3068.0,73.476,2.9539,11.5,47.18,640.81,1.8,0
4214,2025-01-04 06:13:00,BLM_01,3042.0,64.788,3.7741999999999996,12.03,47.14,465.67,1.69,0
4215,2025-01-04 06:14:00,BLM_02,3072.0,76.24000000000001,4.1045,12.09,45.87,555.13,1.58,0
4216,2025-01-04 06:15:00,BLM_01,3151.0,79.372,4.8248,14.29,48.4,534.63,1.58,1
4217,2025-01-04 06:16:00,BLM_01,3106.0,70.084,4.0151,11.95,49.81,605.92,1.71,0
4218,2025-01-04 06:17:00,BLM_02,2781.0,78.036,3.2854,11.9,45.76,575.82,1.98,0
4219,2025-01-04 06:18:00,BLM_01,3328.0,75.518,4.0657,14.06,48.65,647.39,1.81,0
4220,2025-01-04 06:19:00,BLM_02,3009.0,76.59,5.036,12.0,45.84,586.64,1.7,1
4221,2025-01-04 06:20:00,BLM_03,3093.0,67.422,3.5862999999999996,9.81,47.77,530.09,1.74,0
4222,2025-01-04 06:21:00,BLM_03,3128.0,82.424,3.2765999999999997,10.06,46.6,539.41,1.35,0
4223,2025-01-04 06:22:00,BLM_01,3208.0,75.51599999999999,3.7469,10.08,50.27,580.82,1.67,0
4224,2025-01-04 06:23:00,BLM_02,3189.0,79.268,3.3072,9.81,48.02,615.38,1.99,0
4225,2025-01-04 06:24:00,BLM_02,3024.0,70.73,4.3475,15.6,45.12,518.12,1.51,0
4226,2025-01-04 06:25:00,BLM_03,3012.0,80.332,3.3177999999999996,10.07,47.79,561.52,1.41,0
4227,2025-01-04 06:26:00,BLM_03,3074.0,70.50399999999999,4.6681,11.92,50.47,461.83,1.49,1
4228,2025-01-04 06:27:00,BLM_02,3198.0,67.216,4.1184,12.1,44.98,536.81,1.68,0
4229,2025-01-04 06:28:00,BLM_01,2800.0,85.858,4.2587,11.68,47.31,627.65,1.78,1
4230,2025-01-04 06:29:00,BLM_03,3116.0,56.85,4.249,10.6,47.01,618.35,1.86,0
4231,2025-01-04 06:30:00,BLM_01,2840.0,94.39200000000001,4.3693,12.82,48.52,583.72,1.98,1
4232,2025-01-04 06:31:00,BLM_01,3333.0,78.374,3.5496,9.26,47.47,630.06,1.74,0
4233,2025-01-04 06:32:00,BLM_03,3066.0,71.26599999999999,3.0899,10.08,48.92,538.23,1.98,0
4234,2025-01-04 06:33:00,BLM_01,2925.0,75.748,3.4402,14.02,46.21,547.06,1.5,0
4235,2025-01-04 06:34:00,BLM_01,3077.0,78.39,4.4205,10.02,47.57,537.41,2.1,0
4236,2025-01-04 06:35:00,BLM_02,3002.0,71.142,2.5308,14.34,47.49,579.46,1.89,0
4237,2025-01-04 06:36:00,BLM_01,2971.0,87.724,2.3711,14.49,52.48,681.39,1.3,1
4238,2025-01-04 06:37:00,BLM_02,2674.0,83.806,3.9314,14.52,48.78,566.5,1.83,0
4239,2025-01-04 06:38:00,BLM_03,2816.0,92.568,4.3617,13.52,50.11,498.65,2.38,1
4240,2025-01-04 06:39:00,BLM_03,2975.0,64.93,4.462,9.52,52.6,500.36,2.31,0
4241,2025-01-04 06:40:00,BLM_02,2696.0,74.992,3.1023,9.23,48.63,510.8,1.8,0
4242,2025-01-04 06:41:00,BLM_03,2894.0,63.774,2.9426,9.98,47.43,513.47,1.95,0
4243,2025-01-04 06:42:00,BLM_01,2910.0,65.846,3.2929,10.29,45.53,509.47,1.52,0
4244,2025-01-04 06:43:00,BLM_01,2860.0,71.208,3.5032,9.66,44.92,559.85,1.48,0
4245,2025-01-04 06:44:00,BLM_01,3139.0,71.33,3.5435,10.77,42.6,485.8,1.75,0
4246,2025-01-04 06:45:00,BLM_03,2842.0,76.08200000000001,3.8538,13.39,50.21,572.05,1.68,0
4247,2025-01-04 06:46:00,BLM_01,3016.0,72.724,4.7541,13.17,49.14,594.46,1.84,1
4248,2025-01-04 06:47:00,BLM_03,2936.0,79.09599999999999,3.7344,12.53,47.42,522.05,1.96,0
4249,2025-01-04 06:48:00,BLM_01,2979.0,75.72800000000001,4.4347,11.61,47.35,565.51,1.95,0
4250,2025-01-04 06:49:00,BLM_02,3289.0,85.03,4.234999999999999,11.88,45.5,579.95,2.06,1
4251,2025-01-04 06:50:00,BLM_03,3032.0,79.30199999999999,3.2752999999999997,12.54,49.24,589.53,1.93,0
4252,2025-01-04 06:51:00,BLM_03,3067.0,65.254,4.2256,11.15,46.5,554.96,2.08,0
4253,2025-01-04 06:52:00,BLM_01,2862.0,72.48599999999999,4.1759,13.76,47.34,507.35,2.06,0
4254,2025-01-04 06:53:00,BLM_03,3113.0,72.958,3.7762000000000002,9.63,45.22,554.85,1.75,0
4255,2025-01-04 06:54:00,BLM_03,3105.0,76.59,3.8965,10.6,45.66,542.96,1.29,0
4256,2025-01-04 06:55:00,BLM_02,3088.0,81.042,3.7367999999999997,10.33,50.33,556.29,1.49,0
4257,2025-01-04 06:56:00,BLM_02,2782.0,75.494,3.0171,12.82,50.78,505.38,1.95,0
4258,2025-01-04 06:57:00,BLM_01,2895.0,77.566,5.4374,9.84,44.91,481.69,1.84,1
4259,2025-01-04 06:58:00,BLM_02,3258.0,65.578,4.5177000000000005,10.35,49.49,459.28,2.31,1
4260,2025-01-04 06:59:00,BLM_01,2876.0,70.31,4.148,12.76,46.15,471.07,1.41,0
4261,2025-01-04 07:00:00,BLM_01,3283.0,60.141999999999996,3.4983000000000004,10.44,46.75,467.99,2.02,0
4262,2025-01-04 07:01:00,BLM_01,2902.0,76.614,3.7186,13.51,51.0,596.11,1.8,0
4263,2025-01-04 07:02:00,BLM_03,3027.0,79.416,2.9589,13.47,47.28,561.3,1.6,0
4264,2025-01-04 07:03:00,BLM_02,2966.0,64.298,4.1091999999999995,11.03,47.26,551.79,2.24,0
4265,2025-01-04 07:04:00,BLM_01,2848.0,74.64,4.019500000000001,12.23,43.9,534.58,1.53,0
4266,2025-01-04 07:05:00,BLM_02,2851.0,72.812,3.6397999999999997,15.71,47.16,463.9,1.88,0
4267,2025-01-04 07:06:00,BLM_01,2873.0,85.354,3.8001,13.57,46.44,567.33,2.11,1
4268,2025-01-04 07:07:00,BLM_02,3027.0,67.276,3.5704000000000002,12.89,49.15,560.19,1.59,0
4269,2025-01-04 07:08:00,BLM_02,3160.0,79.968,3.4307,14.79,46.64,552.06,1.34,0
4270,2025-01-04 07:09:00,BLM_01,3015.0,81.53999999999999,3.2409999999999997,10.27,51.06,515.44,1.95,0
4271,2025-01-04 07:10:00,BLM_03,2994.0,72.182,3.0713,14.26,48.99,518.85,2.08,0
4272,2025-01-04 07:11:00,BLM_02,3218.0,75.594,3.2916,12.64,48.49,573.54,1.67,0
4273,2025-01-04 07:12:00,BLM_03,3007.0,81.08600000000001,3.3419,14.62,49.76,515.46,1.41,0
4274,2025-01-04 07:13:00,BLM_03,2902.0,65.848,4.542199999999999,11.06,48.5,597.83,1.86,1
4275,2025-01-04 07:14:00,BLM_01,2820.0,70.56,3.3525,14.51,49.82,621.98,1.73,0
4276,2025-01-04 07:15:00,BLM_01,3229.0,74.852,2.3628,8.86,47.63,600.35,1.33,0
4277,2025-01-04 07:16:00,BLM_01,2941.0,88.004,3.9831000000000003,11.32,47.78,554.29,1.94,1
4278,2025-01-04 07:17:00,BLM_02,2896.0,70.756,4.2234,12.49,45.99,545.81,1.62,0
4279,2025-01-04 07:18:00,BLM_01,2880.0,71.678,4.4637,13.18,46.22,554.43,1.95,0
4280,2025-01-04 07:19:00,BLM_01,3219.0,84.39,3.904,8.23,51.25,580.57,2.38,0
4281,2025-01-04 07:20:00,BLM_02,2897.0,78.202,2.9843,9.76,49.17,615.47,1.79,0
4282,2025-01-04 07:21:00,BLM_02,3178.0,88.844,3.2246,10.05,44.15,574.89,1.82,1
4283,2025-01-04 07:22:00,BLM_01,2959.0,81.21600000000001,4.2049,10.32,50.64,473.54,1.83,0
4284,2025-01-04 07:23:00,BLM_01,2782.0,72.548,4.8052,10.65,48.31,508.26,1.77,1
4285,2025-01-04 07:24:00,BLM_01,2940.0,71.55,2.9855,12.3,46.02,543.19,1.51,0
4286,2025-01-04 07:25:00,BLM_01,2994.0,67.80199999999999,3.9358,14.66,52.46,594.38,1.88,0
4287,2025-01-04 07:26:00,BLM_03,2979.0,64.434,3.3960999999999997,11.32,51.15,653.12,1.66,0
4288,2025-01-04 07:27:00,BLM_03,2975.0,75.96600000000001,3.2064,14.78,49.89,553.25,1.69,0
4289,2025-01-04 07:28:00,BLM_01,2942.0,77.968,3.8067,12.15,48.4,580.06,1.62,0
4290,2025-01-04 07:29:00,BLM_03,2859.0,78.81,3.697,11.61,48.85,480.36,1.91,0
4291,2025-01-04 07:30:00,BLM_02,3002.0,72.722,2.3673,13.88,42.58,518.34,1.6,0
4292,2025-01-04 07:31:00,BLM_03,3097.0,87.09400000000001,3.9276,11.72,49.87,566.0,1.9,1
4293,2025-01-04 07:32:00,BLM_03,2737.0,64.07600000000001,4.0179,10.59,48.45,457.64,1.92,0
4294,2025-01-04 07:33:00,BLM_01,3234.0,63.288000000000004,4.3082,14.39,48.61,561.08,1.82,0
4295,2025-01-04 07:34:00,BLM_03,2335.0,67.85,3.3885,11.93,48.55,532.95,1.45,0
4296,2025-01-04 07:35:00,BLM_03,3014.0,73.632,2.6788,15.22,46.83,552.04,1.65,0
4297,2025-01-04 07:36:00,BLM_03,3084.0,65.914,3.4991000000000003,11.36,45.63,517.83,1.78,0
4298,2025-01-04 07:37:00,BLM_03,2891.0,83.02600000000001,4.279400000000001,9.6,48.23,573.55,1.47,0
4299,2025-01-04 07:38:00,BLM_02,2617.0,68.428,3.7397,10.62,44.67,597.63,1.88,0
4300,2025-01-04 07:39:00,BLM_01,2983.0,67.17999999999999,4.38,10.79,48.7,583.56,2.16,0
4301,2025-01-04 07:40:00,BLM_01,3031.0,80.992,2.8803,11.83,45.43,582.19,1.93,0
4302,2025-01-04 07:41:00,BLM_02,2793.0,75.054,4.3606,10.57,50.42,575.61,1.49,0
4303,2025-01-04 07:42:00,BLM_03,2851.0,79.09599999999999,3.9609,9.74,44.43,549.22,2.41,0
4304,2025-01-04 07:43:00,BLM_02,3173.0,73.278,3.5412,11.42,47.89,530.29,1.67,0
4305,2025-01-04 07:44:00,BLM_03,3021.0,75.51,4.5415,12.16,48.19,591.57,1.86,1
4306,2025-01-04 07:45:00,BLM_02,2728.0,63.582,3.9617999999999998,12.74,51.05,510.19,1.63,0
4307,2025-01-04 07:46:00,BLM_01,3081.0,72.584,3.1021,11.97,48.64,572.53,1.85,0
4308,2025-01-04 07:47:00,BLM_01,2833.0,66.276,4.4824,14.46,45.97,571.33,2.15,0
4309,2025-01-04 07:48:00,BLM_01,2861.0,87.298,3.6227,12.11,45.77,502.75,1.53,1
4310,2025-01-04 07:49:00,BLM_03,3036.0,82.67,3.8229999999999995,8.07,51.62,507.52,1.68,0
4311,2025-01-04 07:50:00,BLM_03,3019.0,69.042,3.1933,12.45,47.91,572.97,1.84,0
4312,2025-01-04 07:51:00,BLM_02,2928.0,72.17399999999999,3.7536,12.01,47.51,559.49,1.37,0
4313,2025-01-04 07:52:00,BLM_02,2909.0,72.506,3.1339,13.32,46.26,566.17,2.01,0
4314,2025-01-04 07:53:00,BLM_01,2955.0,88.708,3.6742,9.99,44.97,540.32,1.62,1
4315,2025-01-04 07:54:00,BLM_03,2859.0,76.39999999999999,3.8145,13.91,52.75,618.95,1.81,0
4316,2025-01-04 07:55:00,BLM_02,3196.0,70.632,4.2148,12.48,48.16,576.5,1.52,0
4317,2025-01-04 07:56:00,BLM_03,2718.0,74.664,2.8151,12.24,45.25,610.51,1.51,0
4318,2025-01-04 07:57:00,BLM_03,2957.0,62.876000000000005,4.4954,13.69,49.86,538.15,1.8,0
4319,2025-01-04 07:58:00,BLM_01,2737.0,73.11800000000001,4.515700000000001,14.09,49.49,594.94,2.19,1
4320,2025-01-04 07:59:00,BLM_01,3168.0,66.07,3.6660000000000004,13.91,44.88,535.81,1.56,0
4321,2025-01-04 08:00:00,BLM_03,2956.0,60.712,3.8863,7.78,46.54,535.19,2.03,0
4322,2025-01-04 08:01:00,BLM_03,2810.0,87.554,4.0066,9.44,49.15,494.97,2.13,1
4323,2025-01-04 08:02:00,BLM_03,3123.0,73.456,3.8569,11.21,49.81,570.47,2.04,0
4324,2025-01-04 08:03:00,BLM_03,2587.0,68.248,4.2172,9.86,46.09,503.93,1.76,0
4325,2025-01-04 08:04:00,BLM_01,3051.0,61.769999999999996,3.5275,10.75,43.34,522.25,1.86,0
4326,2025-01-04 08:05:00,BLM_02,3207.0,72.102,3.2678000000000003,11.91,48.62,489.08,2.18,0
4327,2025-01-04 08:06:00,BLM_01,3032.0,72.614,4.0981,11.15,50.14,464.65,2.04,0
4328,2025-01-04 08:07:00,BLM_02,2909.0,79.016,2.7283999999999997,11.96,47.85,546.27,1.81,0
4329,2025-01-04 08:08:00,BLM_03,2776.0,66.978,4.2287,14.45,47.23,517.88,1.51,0
4330,2025-01-04 08:09:00,BLM_02,3195.0,69.92,4.308999999999999,15.21,51.97,564.86,2.26,0
4331,2025-01-04 08:10:00,BLM_01,3167.0,67.19200000000001,3.2493,12.67,42.97,547.69,1.83,0
4332,2025-01-04 08:11:00,BLM_01,2884.0,72.134,4.7996,14.4,49.81,597.03,1.66,1
4333,2025-01-04 08:12:00,BLM_03,2889.0,59.715999999999994,3.5499,11.28,49.96,636.69,1.93,0
4334,2025-01-04 08:13:00,BLM_01,3214.0,68.038,3.4901999999999997,10.88,46.07,601.68,1.27,0
4335,2025-01-04 08:14:00,BLM_03,3096.0,78.08,3.3405,11.86,42.22,551.35,1.97,0
4336,2025-01-04 08:15:00,BLM_01,2678.0,65.092,4.1108,11.44,49.89,580.28,1.95,0
4337,2025-01-04 08:16:00,BLM_01,2965.0,80.674,3.5311,13.22,48.8,609.09,1.89,0
4338,2025-01-04 08:17:00,BLM_03,2958.0,79.786,2.7914000000000003,12.03,51.55,527.36,2.03,0
4339,2025-01-04 08:18:00,BLM_02,3045.0,80.378,4.0417000000000005,14.72,46.59,590.28,1.87,0
4340,2025-01-04 08:19:00,BLM_01,3001.0,73.65,3.602,12.22,48.44,608.79,1.95,0
4341,2025-01-04 08:20:00,BLM_02,2908.0,73.022,4.5623,10.73,43.8,553.71,1.97,1
4342,2025-01-04 08:21:00,BLM_01,3032.0,75.92399999999999,4.022600000000001,11.15,49.81,571.09,2.06,0
4343,2025-01-04 08:22:00,BLM_01,2919.0,82.92599999999999,3.9929,10.93,44.17,642.06,1.72,0
4344,2025-01-04 08:23:00,BLM_01,3615.0,82.288,4.513199999999999,13.32,47.91,521.87,1.91,1
4345,2025-01-04 08:24:00,BLM_01,3022.0,62.05,3.9135,11.81,45.4,537.89,1.68,0
4346,2025-01-04 08:25:00,BLM_02,2997.0,67.572,4.3538,12.21,48.84,575.02,1.88,0
4347,2025-01-04 08:26:00,BLM_02,3332.0,66.314,3.3541,12.75,47.53,510.13,1.8,0
4348,2025-01-04 08:27:00,BLM_01,2754.0,78.786,4.9544,12.97,47.43,546.69,1.57,1
4349,2025-01-04 08:28:00,BLM_01,2980.0,68.94800000000001,3.9947,13.9,47.84,495.15,1.94,0
4350,2025-01-04 08:29:00,BLM_02,2829.0,72.28,2.965,12.6,48.08,464.82,1.36,0
4351,2025-01-04 08:30:00,BLM_03,3114.0,85.66199999999999,3.9053,10.27,51.51,560.82,1.53,1
4352,2025-01-04 08:31:00,BLM_03,2911.0,81.55399999999999,3.9356,11.12,49.18,490.0,1.98,0
4353,2025-01-04 08:32:00,BLM_02,3104.0,83.336,3.8959,11.12,46.29,508.53,1.63,0
4354,2025-01-04 08:33:00,BLM_01,3091.0,68.688,2.1962,10.69,46.49,596.07,1.93,0
4355,2025-01-04 08:34:00,BLM_01,3140.0,54.31,3.4265,13.87,50.53,557.64,2.37,0
4356,2025-01-04 08:35:00,BLM_03,3094.0,70.942,2.8368,11.73,45.32,548.34,1.28,0
4357,2025-01-04 08:36:00,BLM_03,2960.0,63.634,2.8471,12.32,48.03,533.25,1.87,0
4358,2025-01-04 08:37:00,BLM_02,2748.0,60.106,3.9274000000000004,12.6,43.78,619.24,2.26,0
4359,2025-01-04 08:38:00,BLM_03,3182.0,81.61800000000001,3.4177,12.38,47.71,650.73,1.86,0
4360,2025-01-04 08:39:00,BLM_02,3254.0,67.48,3.558,12.56,45.24,577.29,1.8,0
4361,2025-01-04 08:40:00,BLM_03,2831.0,68.072,3.1783,16.33,46.38,431.54,1.7,1
4362,2025-01-04 08:41:00,BLM_03,3132.0,71.164,4.7786,13.22,48.47,548.45,1.6,1
4363,2025-01-04 08:42:00,BLM_03,2789.0,85.256,3.8388999999999998,10.34,49.51,502.46,1.28,1
4364,2025-01-04 08:43:00,BLM_01,3037.0,72.598,2.7392000000000003,12.57,46.21,529.8,1.68,0
4365,2025-01-04 08:44:00,BLM_01,3074.0,80.39,4.2595,12.19,50.81,571.65,1.81,0
4366,2025-01-04 08:45:00,BLM_01,2923.0,71.52199999999999,3.5698,9.5,45.04,554.76,1.84,0
4367,2025-01-04 08:46:00,BLM_03,3017.0,62.674,4.6501,7.71,49.96,488.34,2.03,1
4368,2025-01-04 08:47:00,BLM_02,3153.0,65.406,3.8004000000000002,12.26,46.96,518.85,2.02,0
4369,2025-01-04 08:48:00,BLM_02,2980.0,73.708,3.3206999999999995,11.5,50.39,601.67,1.86,0
4370,2025-01-04 08:49:00,BLM_02,2878.0,74.49,3.431,9.93,46.95,621.52,1.88,0
4371,2025-01-04 08:50:00,BLM_02,2780.0,77.542,3.5313,11.03,46.26,611.42,1.79,0
4372,2025-01-04 08:51:00,BLM_01,2930.0,77.544,4.1516,11.53,49.52,489.2,1.61,0
4373,2025-01-04 08:52:00,BLM_01,2789.0,80.04599999999999,3.2619,10.95,49.1,534.17,2.03,0
4374,2025-01-04 08:53:00,BLM_03,2932.0,68.368,4.6822,12.49,46.65,517.26,1.76,1
4375,2025-01-04 08:54:00,BLM_03,2916.0,86.54,4.0725,12.32,49.35,580.0,1.87,1
4376,2025-01-04 08:55:00,BLM_02,3145.0,87.182,3.9728000000000003,13.44,47.67,536.75,2.45,1
4377,2025-01-04 08:56:00,BLM_01,3013.0,70.114,3.8630999999999998,14.08,48.37,504.36,2.03,0
4378,2025-01-04 08:57:00,BLM_02,3459.0,68.196,3.8034000000000003,13.16,48.84,616.57,1.75,0
4379,2025-01-04 08:58:00,BLM_03,2638.0,61.268,2.9237,10.77,44.49,523.98,1.42,0
4380,2025-01-04 08:59:00,BLM_03,3056.0,74.96000000000001,4.014,12.3,48.01,595.5,2.08,0
4381,2025-01-04 09:00:00,BLM_02,2919.0,76.932,5.1643,9.11,44.34,522.54,1.07,1
4382,2025-01-04 09:01:00,BLM_03,2828.0,69.704,4.2946,11.15,45.38,585.43,1.69,0
4383,2025-01-04 09:02:00,BLM_02,2995.0,75.74600000000001,4.1249,7.43,47.73,535.44,1.33,0
4384,2025-01-04 09:03:00,BLM_01,2981.0,64.05799999999999,2.7451999999999996,11.37,50.44,503.22,1.68,0
4385,2025-01-04 09:04:00,BLM_02,3194.0,80.53999999999999,4.5755,11.04,47.42,601.82,1.67,1
4386,2025-01-04 09:05:00,BLM_01,3016.0,70.052,4.3758,13.24,47.11,518.16,1.84,0
4387,2025-01-04 09:06:00,BLM_01,2875.0,75.794,4.6361,10.26,46.87,554.93,1.75,1
4388,2025-01-04 09:07:00,BLM_03,3060.0,75.246,3.1864,12.31,48.98,491.53,2.04,0
4389,2025-01-04 09:08:00,BLM_03,2959.0,60.058,3.5367,11.32,45.2,487.98,1.96,0
4390,2025-01-04 09:09:00,BLM_03,2797.0,79.62,2.777,11.23,44.49,619.23,2.01,0
4391,2025-01-04 09:10:00,BLM_02,2955.0,68.292,2.7173,10.62,51.38,556.29,1.45,0
4392,2025-01-04 09:11:00,BLM_02,3042.0,75.20400000000001,3.4176,12.54,49.04,545.24,1.77,0
4393,2025-01-04 09:12:00,BLM_03,3013.0,63.916000000000004,4.1479,11.71,46.25,530.98,1.96,0
4394,2025-01-04 09:13:00,BLM_02,3059.0,70.428,3.5282,10.28,46.39,514.99,1.82,0
4395,2025-01-04 09:14:00,BLM_03,2905.0,76.33000000000001,3.3484999999999996,12.24,46.61,576.24,1.65,0
4396,2025-01-04 09:15:00,BLM_02,3057.0,66.232,4.0588,12.55,44.74,613.92,1.61,0
4397,2025-01-04 09:16:00,BLM_01,3022.0,66.624,1.5491,14.75,47.22,586.79,2.26,0
4398,2025-01-04 09:17:00,BLM_01,3023.0,74.676,3.4394,10.95,48.06,577.48,1.92,0
4399,2025-01-04 09:18:00,BLM_03,3006.0,72.628,4.0597,11.3,51.39,535.88,1.27,0
4400,2025-01-04 09:19:00,BLM_02,3392.0,76.25,3.54,9.68,48.26,578.58,1.49,0
4401,2025-01-04 09:20:00,BLM_02,3200.0,71.232,4.7303,11.19,49.86,637.7,1.28,1
4402,2025-01-04 09:21:00,BLM_01,3053.0,78.294,3.3606,10.09,47.27,538.03,1.45,0
4403,2025-01-04 09:22:00,BLM_01,2856.0,69.836,3.4109,13.99,46.85,566.16,1.51,0
4404,2025-01-04 09:23:00,BLM_03,2947.0,77.988,3.1312,12.93,47.98,611.21,2.1,0
4405,2025-01-04 09:24:00,BLM_01,3291.0,67.46,3.2915,10.06,50.14,637.76,1.93,0
4406,2025-01-04 09:25:00,BLM_03,2899.0,69.532,4.0118,10.24,46.5,556.29,1.59,0
4407,2025-01-04 09:26:00,BLM_01,2970.0,78.924,4.392099999999999,11.01,48.56,588.17,1.6,0
4408,2025-01-04 09:27:00,BLM_01,2960.0,70.216,5.3324,14.34,48.49,538.56,1.65,1
4409,2025-01-04 09:28:00,BLM_02,3066.0,65.618,4.2227,10.9,47.94,564.6,1.58,0
4410,2025-01-04 09:29:00,BLM_01,2921.0,85.93,3.003,11.68,50.16,539.06,1.73,1
4411,2025-01-04 09:30:00,BLM_01,3032.0,73.572,4.6933,14.76,48.11,602.87,1.59,1
4412,2025-01-04 09:31:00,BLM_03,2925.0,77.124,4.1636,12.75,47.65,625.44,1.74,0
4413,2025-01-04 09:32:00,BLM_01,3237.0,57.996,3.8439,9.39,47.87,495.72,1.47,0
4414,2025-01-04 09:33:00,BLM_03,2876.0,83.148,4.5742,8.7,42.7,545.28,1.78,1
4415,2025-01-04 09:34:00,BLM_01,3176.0,92.35,5.484500000000001,12.17,47.6,525.65,1.86,1
4416,2025-01-04 09:35:00,BLM_01,2895.0,82.53200000000001,3.6948,16.14,45.34,535.65,1.54,1
4417,2025-01-04 09:36:00,BLM_03,2846.0,83.524,3.2451,14.44,47.48,539.11,1.62,0
4418,2025-01-04 09:37:00,BLM_02,2874.0,70.976,4.7554,12.68,47.94,510.94,1.75,1
4419,2025-01-04 09:38:00,BLM_03,2692.0,75.59800000000001,5.685700000000001,13.41,49.15,562.57,2.02,1
4420,2025-01-04 09:39:00,BLM_03,3079.0,77.26,3.926,13.55,53.03,497.56,2.08,0
4421,2025-01-04 09:40:00,BLM_03,2790.0,68.962,3.8463000000000003,9.06,51.36,589.73,1.77,0
4422,2025-01-04 09:41:00,BLM_02,2936.0,72.97399999999999,3.9466,12.37,47.97,563.22,1.87,0
4423,2025-01-04 09:42:00,BLM_01,3137.0,66.836,4.136900000000001,14.36,49.4,502.25,1.76,0
